"","feature","exposure","coef","stderr","pval","k","tau2","stderr.tau2","pval.tau2","I2","H2","weight_FengQ_2015.metaphlan_bugs_list.stool","weight_HanniganGD_2017.metaphlan_bugs_list.stool","weight_VogtmannE_2016.metaphlan_bugs_list.stool","weight_YuJ_2015.metaphlan_bugs_list.stool","weight_ZellerG_2014.metaphlan_bugs_list.stool","pval.bonf","qval.fdr"
"s__Streptococcus_tigurinus","s__Streptococcus_tigurinus","CRC",0.00100727556339719,0.000348575816445031,0.00385623609893363,5,0,4.18700443893665e-07,0.866541144438413,0,1,7.65687074296578,27.385288804459,12.6330607810319,38.9176378034551,13.4071418680882,1,0.0891655292411879
"s__Actinobacillus_unclassified","s__Actinobacillus_unclassified","CRC",-0.000245023830900527,0.00019622115171815,0.211770198808834,4,0,1.25558561218784e-07,0.803199635974515,0,1,47.4074664768543,NA,15.912675406783,6.46815450128414,30.2117036150786,1,0.563169100128988
"s__Clostridium_symbiosum","s__Clostridium_symbiosum","CRC",0.0107068013574062,0.00420397488148487,0.0108706967596311,5,6.7393062974363e-05,6.23399959078143e-05,1.44388690608636e-05,82.1871062539955,5.61391099199874,18.2183724998287,25.6377133694441,17.8408670114551,17.0428417110923,21.2602054081798,1,0.119577664355942
"s__Clostridium_asparagiforme","s__Clostridium_asparagiforme","CRC",0.00337273451231235,0.00145949300987822,0.0208386775224126,4,0,6.95937159029323e-06,0.662893928389991,0,1,34.110745266167,NA,19.1235323999721,29.0034769844945,17.7622453493664,1,0.160093966997582
"s__Paraprevotella_xylaniphila","s__Paraprevotella_xylaniphila","CRC",-2.34678749860404e-05,0.00100330211502253,0.981338674023244,5,2.16205180541457e-06,3.31930321630039e-06,0.207265942433152,61.3591506915958,2.58793483553817,34.5520565214557,45.522975792465,3.93291942017204,7.42813972941919,8.56390853648806,1,0.987780432603791
"s__Ruminococcus_flavefaciens","s__Ruminococcus_flavefaciens","CRC",-0.000422812560916829,0.000258488183765305,0.101899603937323,4,1.11014682722252e-07,2.21275061463787e-07,0.216436365124869,41.5697997350878,1.71144373195056,40.390248291644,NA,20.3504932627009,17.563601822535,21.6956566231201,1,0.407598415749292
"s__Clostridium_sp_L2_50","s__Clostridium_sp_L2_50","CRC",-0.0131001549164228,0.00497615611348959,0.00847377677201423,4,0,8.03149424788262e-05,0.58981862287443,0,1,26.1675503713603,NA,29.5650075799417,30.4803229718789,13.7871190768191,1,0.107929156780392
"s__Actinomyces_oris","s__Actinomyces_oris","CRC",-0.000783028941596833,0.000467244097555225,0.0937684494201357,4,6.3282908575752e-07,7.13874923588705e-07,0.000583920641537658,80.3124360132717,5.07934857087508,17.58939130792,20.997750355136,NA,34.3561842837722,27.0566740531718,1,0.40240555157051
"s__Actinomyces_viscosus","s__Actinomyces_viscosus","CRC",-0.00045849862173994,0.000400614787885426,0.252421514071041,5,5.46704997274107e-07,5.58281351381066e-07,0.0100627703472298,78.2087433016713,4.58899646699447,9.85847188759449,17.211512699119,25.6526659129165,27.0614164199128,20.2159330804573,1,0.602423289616215
"s__Solobacterium_moorei","s__Solobacterium_moorei","CRC",0.00613190765455124,0.00113645603277209,6.82797192912348e-08,5,6.32462698425129e-07,4.47012804917265e-06,0.310185702408588,9.44371556579649,1.1042855901697,34.0127981276838,17.0311187832231,26.7337438346106,12.6127862514797,9.60955300300281,3.30473841369576e-05,1.65236920684788e-05
"s__candidate_division_TM7_single_cell_isolate_TM7c","s__candidate_division_TM7_single_cell_isolate_TM7c","CRC",-2.76459382630583e-05,0.000315130750554956,0.930092491908959,5,0,3.39521766098571e-07,0.634530199845972,0,1,9.98955239678695,19.6589660590344,36.830306111503,7.33158022040761,26.1895952122681,1,0.972540511971995
"s__Propionibacterium_propionicum","s__Propionibacterium_propionicum","CRC",-2.15105878009228e-05,0.000146009413694877,0.882876847019542,3,1.76861693823677e-08,6.4792362930015e-08,0.378830192365142,26.6743549555179,1.36377934267522,13.7405079783503,NA,NA,45.7466397297425,40.5128522919072,1,0.963492895107038
"s__Actinomyces_massiliensis","s__Actinomyces_massiliensis","CRC",-0.000196943610149137,0.00026401928617948,0.455701226491983,4,2.3045619308586e-07,2.27563146264943e-07,0.0106956131786236,91.4337632819036,11.673737638927,22.8506172839517,NA,30.1788529933635,27.8582112885774,19.1123184341075,1,0.779361814919151
"s__Scardovia_wiggsiae","s__Scardovia_wiggsiae","CRC",0.000121062879046909,0.000415609377653162,0.770829491744902,4,3.31481847598355e-07,5.66258654229305e-07,0.167257962770684,52.4660403718952,2.10375909733542,9.35911415165812,NA,45.4004814974936,15.0002151793486,30.2401891714997,1,0.950155216027386
"s__Turicibacter_unclassified","s__Turicibacter_unclassified","CRC",0.000162162497249685,0.000558856225163219,0.771687299560915,5,0,1.01543844288912e-06,0.867260775554792,0,1,2.43319456523769,1.69963763892755,27.5090847566314,48.431161205738,19.9269218334654,1,0.950155216027386
"s__Clostridium_spiroforme","s__Clostridium_spiroforme","CRC",-0.000577913220616273,0.000808473559902833,0.474720160132382,4,0,2.4335958848156e-06,0.936066308468675,0,1,3.96991621058365,NA,20.1292427593824,62.4945961089932,13.4062449210407,1,0.788973231675951
"s__Turicibacter_sanguinis","s__Turicibacter_sanguinis","CRC",0.000341533240552134,0.000471053306977832,0.468426513624461,5,0,7.46832341706103e-07,0.579898017369955,0,1,1.4211825786458,2.38257068604474,54.336097422629,26.5829004428325,15.2772488698479,1,0.785796215520598
"s__Anaerostipes_unclassified","s__Anaerostipes_unclassified","CRC",5.66608108727668e-05,0.00067365855335729,0.932969693964968,5,4.24294733565405e-07,1.57198794778393e-06,0.270418712822411,18.5937588740207,1.22840704369639,17.3639627444516,22.4769471739084,8.69076018895863,24.6424398150771,26.8258900776042,1,0.972540511971995
"s__Anaerostipes_caccae","s__Anaerostipes_caccae","CRC",-0.000552361284147626,0.000790816840453164,0.484883751241745,5,1.4427567081325e-06,2.12991990114991e-06,0.220269217927184,51.5222368683659,2.0628014483355,10.3258410453547,26.7186553947946,7.22562187266224,33.9393329350538,21.7905487521346,1,0.794172335915127
"s__Anaeroglobus_geminatus","s__Anaeroglobus_geminatus","CRC",8.81912336847399e-05,9.25624305491255e-05,0.340703733668416,4,1.08489900569832e-08,2.96236766861601e-08,0.221018106826275,28.5205251945166,1.39900300431878,4.33126914988038,NA,28.3765969703463,5.2796714007095,62.0124624790639,1,0.662251434118527
"s__Lactococcus_phage_P680","s__Lactococcus_phage_P680","CRC",0.000866560466041749,0.00364253090669568,0.811958152275736,4,4.32420334137226e-05,4.33418682234617e-05,0.00139310592496902,84.5608280989248,6.47703132271206,24.2914678287995,NA,21.4691541797175,29.4339916264293,24.8053863650537,1,0.951544178453889
"s__Saccharomyces_cerevisiae","s__Saccharomyces_cerevisiae","CRC",-0.000353113353506927,0.000207027570441507,0.0880761635563849,5,0,2.38910382201893e-07,0.989226469129479,0,1,6.17362004719763,5.20017655665331,75.7147988353838,5.55845032740919,7.35295423335605,1,0.394711695937873
"s__Enterococcus_avium","s__Enterococcus_avium","CRC",6.18679133562846e-05,0.000146697321048453,0.673215873582999,5,3.05591008225028e-08,9.35631513745119e-08,0.028718483021997,20.7070693818435,1.26114647573767,0.457023573332719,14.6477800357518,68.8333876581766,7.87004712548352,8.19176160725535,1,0.904339613543188
"s__Chicory_yellow_mottle_virus_large_satellite_RNA","s__Chicory_yellow_mottle_virus_large_satellite_RNA","CRC",-0.000475537612926435,0.000773129238952498,0.538500795567782,2,9.61923511603589e-07,1.7609357119556e-06,0.0360218473309534,77.2524100022142,4.39607008961098,40.0095253698548,NA,NA,59.9904746301452,NA,1,0.817035689826979
"s__Dorea_unclassified","s__Dorea_unclassified","CRC",-0.00149934060844008,0.00173785560693218,0.388273136671272,5,6.56019445881712e-06,1.02068865438993e-05,0.137971554176193,46.6308288502573,1.87374092281518,19.2574967093149,4.01096466048193,19.7920956547257,26.2060180169408,30.7334249585367,1,0.704219995667017
"s__Prevotella_copri","s__Prevotella_copri","CRC",0.0121020462569136,0.0176043512545,0.491801525137286,5,0.0008119095639927,0.00108865811050053,0.0696496667916965,53.8748070921319,2.16801261297147,22.1473689719008,25.6838401301032,14.9669130701117,14.8742524204367,22.3276254074476,1,0.794172335915127
"s__Peptostreptococcus_unclassified","s__Peptostreptococcus_unclassified","CRC",0.00215493070045965,0.000552296844381385,9.54951261425668e-05,5,0,1.02183589647814e-06,0.689443655757786,0,1,12.4297736948783,36.5320777624439,36.3305901020022,8.41049080294276,6.29706763773291,0.0462196410530023,0.0115549102632506
"s__Actinomyces_naeslundii","s__Actinomyces_naeslundii","CRC",-0.000417448991173888,0.000332079476825664,0.208726279489029,4,3.5943415710036e-07,3.58084785728351e-07,0.0026047962015981,96.0697084170395,25.4434048693846,14.2804585401961,NA,30.2980646889725,30.1365554745176,25.2849212963137,1,0.562162767833822
"s__Clostridium_glycolicum","s__Clostridium_glycolicum","CRC",1.22735570820018e-05,6.43180340469817e-05,0.848661870213448,4,1.91053973028258e-10,1.7713870347554e-08,0.505226763655532,0.783478202892315,1.00789665056486,10.2177266306613,NA,9.94825040890901,67.5881693605584,12.2458535998713,1,0.963492895107038
"s__Gemella_morbillorum","s__Gemella_morbillorum","CRC",0.00725081424789497,0.00210435748426193,0.000569752926316688,5,1.59185743212537e-05,1.55720602844834e-05,0.00048651947806651,77.9655913262258,4.53835641702616,23.2958196492236,25.6654488443938,20.1246947209204,14.78932018042,16.1247166050422,0.275760416337277,0.0229800346947731
"s__Abiotrophia_defectiva","s__Abiotrophia_defectiva","CRC",-7.56173940050328e-05,0.000375849794676466,0.840549648878167,5,3.30247207627696e-07,4.97934483386876e-07,0.11132366004889,47.1857401761164,1.89342803124504,16.1171826092468,23.2843063766419,16.8265930705158,21.3050447878238,22.4668731557718,1,0.963492895107038
"s__Bacteroides_clarus","s__Bacteroides_clarus","CRC",-0.00213682375686007,0.00194268473018511,0.271361155117558,5,8.0232910573332e-06,1.35228152640809e-05,0.1254969759481,45.0752575201333,1.82067307892533,16.3402126733678,46.8005460692657,14.7053218995698,15.8549738494836,6.29894550831305,1,0.624276158726738
"s__C2likevirus_unclassified","s__C2likevirus_unclassified","CRC",-9.8979104400559e-05,0.000878727984002224,0.910316707410627,5,1.15605640638469e-06,2.74873331726083e-06,0.226734093641549,28.8856262337311,1.40618548267991,3.81100332721944,15.2283507362688,21.7525678893399,53.2456643903618,5.96241365681003,1,0.972540511971995
"s__Deinococcus_unclassified","s__Deinococcus_unclassified","CRC",-0.000105350141390601,0.000349083078388344,0.762811370127272,4,1.91826478195841e-07,3.97981837025329e-07,0.194221283795079,39.4111999172026,1.6504700516159,20.909940620326,NA,26.0763086327924,23.8629568713583,29.1507938755233,1,0.950155216027386
"s__Finegoldia_magna","s__Finegoldia_magna","CRC",-3.24157745358609e-06,0.000209103263581181,0.987631465105446,4,5.42753450138723e-09,1.34611360688275e-07,0.553741491990141,2.74743839630207,1.02825055043278,41.4760927015505,NA,1.55309326607507,35.5752008046222,21.3956132277523,1,0.989676250747486
"s__Clostridium_celatum","s__Clostridium_celatum","CRC",0.000311789535276338,0.000276316625190696,0.259160415095351,4,6.29421998897684e-08,2.41408306109649e-07,0.275551198325853,18.7440865106389,1.23067966017136,7.23802044558462,NA,36.5189419569385,52.0222328435059,4.22080475397094,1,0.605959617904106
"s__Granulicatella_elegans","s__Granulicatella_elegans","CRC",-8.93148440164327e-05,0.000161886543712241,0.581145284031598,4,0,8.37029042889002e-08,0.647325779985151,0,1,38.12195336026,NA,34.5547140165746,19.9588245195881,7.36450810357732,1,0.836219686723765
"s__Parvimonas_unclassified","s__Parvimonas_unclassified","CRC",0.0115268132331295,0.00430937385865047,0.00747686657207284,5,7.2017536620063e-05,6.50706932220339e-05,8.09501154955207e-08,90.692288039033,10.7437789673082,24.0321981833235,25.5585005848989,22.1106692008156,14.7729751797148,13.5256568512471,1,0.0987406202093569
"s__Peptostreptococcus_anaerobius","s__Peptostreptococcus_anaerobius","CRC",0.00340355526781504,0.000898001810116522,0.000150560586415968,5,7.18953102473625e-07,2.70660641220554e-06,0.2712814926052,17.2646409740607,1.20867306526884,20.9315283639822,27.5077794010478,38.6043867901182,5.89448570604365,7.0618197388081,0.0728713238253285,0.0121452206375548
"s__Streptococcus_phage_TP_778L","s__Streptococcus_phage_TP_778L","CRC",-0.00239871246479289,0.00158388108634855,0.129911145422559,2,0,1.00708158452377e-05,0.844615057982692,0,1,22.8233634049516,NA,NA,NA,77.1766365950484,1,0.479977056370371
"s__Slackia_piriformis","s__Slackia_piriformis","CRC",-0.000793732204989154,0.00101816127711598,0.435641580545343,5,0,3.27243056354351e-06,0.691797204360559,0,1,4.84032601449991,1.00792574700328,29.1970703724076,31.2863935388593,33.6682843272298,1,0.755801529662905
"s__Megamonas_hypermegale","s__Megamonas_hypermegale","CRC",0.000399954342785071,0.00166907253842597,0.810619664897067,5,0,9.09540702534972e-06,0.569447909793787,0,1,11.9582774505405,34.831129176113,4.82437668586206,3.47576553543961,44.9104511520448,1,0.951544178453889
"s__Megasphaera_unclassified","s__Megasphaera_unclassified","CRC",0.00285979678392656,0.00197198968274082,0.147000302887892,4,0,1.41519194780391e-05,0.472926521500775,0,1,63.7806396197993,NA,22.3695359865944,1.29379669398087,12.5560276996254,1,0.504596784381132
"s__Eubacterium_dolichum","s__Eubacterium_dolichum","CRC",-0.000326467189783091,0.000490537558356879,0.505711915749177,5,0,7.93065311149155e-07,0.710305932914555,0,1,30.717846612277,3.84826610775198,1.83663102348974,50.3105661687692,13.286690087712,1,0.794172335915127
"s__Megamonas_funiformis","s__Megamonas_funiformis","CRC",-0.000221603150281892,0.000598918881210443,0.711378553876102,5,1.85234862167015e-07,1.13719780439006e-06,0.393549744238891,9.42219660217617,1.104023240228,21.9825370066514,32.9891532679717,4.12924967104478,1.0489670317959,39.8500930225362,1,0.923075657040304
"s__Megamonas_rupellensis","s__Megamonas_rupellensis","CRC",0.000408956009247454,0.000855972495870551,0.632815554085983,5,0,2.38357817060433e-06,0.849381380477191,0,1,16.158280080411,50.6310397912516,29.6532813780458,0.55448031641156,3.0029184338801,1,0.882659159013302
"s__Bifidobacterium_breve","s__Bifidobacterium_breve","CRC",-0.00113577179183128,0.00221519722360923,0.608148501352762,5,1.1857376946044e-05,1.57720366856955e-05,0.0927101309897655,60.8600578291664,2.55493479176672,3.21037771898279,4.59129582073881,31.0961675875282,27.3213309737918,33.7808278989584,1,0.858145407156667
"s__candidate_division_TM7_single_cell_isolate_TM7b","s__candidate_division_TM7_single_cell_isolate_TM7b","CRC",0.000123313003901831,0.000144904736034391,0.394772904423973,4,1.53532400544962e-09,1.05878544375969e-07,0.419337966350559,0.93967003521009,1.00948583590973,5.73155089211789,NA,76.9778722884997,3.22553362516709,14.0650431942153,1,0.708956909322014
"s__Eubacterium_limosum","s__Eubacterium_limosum","CRC",0.0018486515662185,0.00103920381924695,0.0752542816760892,5,2.31074998460061e-06,3.61848029574666e-06,0.0685105437969892,48.637672226939,1.94695225734004,39.4588864013552,2.14833820262362,26.7093880262815,17.2719531088256,14.411434260914,1,0.357088944423796
"s__Clostridium_nexile","s__Clostridium_nexile","CRC",0.00276112260237884,0.00320926237093323,0.389590348382114,5,1.16312814295805e-05,3.53860759770811e-05,0.360579007097504,22.4677256326526,1.28978545793976,17.8409680367801,6.22454301130564,22.754125424695,19.6132985188687,33.5670650083506,1,0.704219995667017
"s__Lachnospiraceae_bacterium_6_1_63FAA","s__Lachnospiraceae_bacterium_6_1_63FAA","CRC",-8.11660395631648e-05,0.000398398170213099,0.838563751137507,5,1.44011430111357e-07,5.77988137292327e-07,0.411314996782123,15.1989565188253,1.17923077234538,2.72433126870251,5.58437712648822,11.0265388575681,22.7960713090939,57.8686814381473,1,0.963492895107038
"s__Anaerofustis_stercorihominis","s__Anaerofustis_stercorihominis","CRC",0.000294361705061037,0.000417239674938883,0.480500452377099,5,5.04602749559256e-07,5.98118578879655e-07,0.0349214447062975,67.5184546642749,3.07867125675249,8.4037701546156,31.3280903975223,12.0460239697231,23.741202625856,24.480912852283,1,0.791027955614
"s__Scardovia_unclassified","s__Scardovia_unclassified","CRC",5.42836450226073e-05,0.000205793867838285,0.791951923376343,4,0,1.38538786375056e-07,0.795125520689668,0,1,10.5761264990086,NA,42.9945905877446,16.3150775509106,30.1142053623362,1,0.950155216027386
"s__Clostridium_methylpentosum","s__Clostridium_methylpentosum","CRC",0.000407983660424562,0.000378614712469501,0.281225926578134,4,0,4.68331834823974e-07,0.713783639992226,0,1,15.5466467137558,NA,20.2730057003919,35.806617596346,28.3737299895063,1,0.630749115672835
"s__Enterorhabdus_caecimuris","s__Enterorhabdus_caecimuris","CRC",-0.000160620933616813,8.71384811489212e-05,0.0652876136988863,3,0,4.59890053612676e-08,0.87641957131611,0,1,11.7639218936067,NA,4.80520284402199,NA,83.4308752623713,1,0.326290645071313
"s__Roseburia_unclassified","s__Roseburia_unclassified","CRC",0.00345192787642463,0.00264096976625398,0.191189514432435,5,1.01645705305507e-05,2.43705938695167e-05,0.226732870668673,29.3160238783602,1.41474780405548,28.118107711776,12.0807781329487,14.8326654625734,24.0552530197854,20.9131956729166,1,0.543450294339288
"s__Fusobacterium_nucleatum","s__Fusobacterium_nucleatum","CRC",0.00785204990997705,0.00104289574100497,5.10974029908375e-14,4,0,3.80204048454193e-06,0.571173384593649,0,1,51.9541898814437,NA,19.89108661077,13.6730393327987,14.4816841749876,2.47311430475653e-11,2.47311430475653e-11
"s__Fusobacterium_varium","s__Fusobacterium_varium","CRC",0.000703618679791655,0.0012526645176179,0.574322055316754,4,4.70480526396779e-06,4.88423118761926e-06,0.144124192427245,96.4824835867637,28.4291495055158,32.4144254482572,NA,33.2952449476601,4.27800978485019,30.0123198192325,1,0.836219686723765
"s__Pediococcus_acidilactici","s__Pediococcus_acidilactici","CRC",-0.000108701246698126,0.000233530221473125,0.641595116531118,4,1.10072224280757e-07,1.71302969819359e-07,0.108310384608924,58.3985568255051,2.40376276324251,2.68602681063865,NA,21.2817908459597,44.7945680406831,31.2376143027186,1,0.889776608599029
"s__Burkholderia_unclassified","s__Burkholderia_unclassified","CRC",1.60495542680398e-05,0.000207613802597183,0.93838103117959,4,0,1.34845648053139e-07,0.984167932831113,0,1,4.20591443649327,NA,37.6558469153815,34.7252673026505,23.4129713454748,1,0.972540511971995
"s__Olsenella_uli","s__Olsenella_uli","CRC",0.000278382869227757,0.000210305503654108,0.185600369756604,4,0,1.49327454138998e-07,0.782967281035557,0,1,5.95683578955695,NA,15.1374683269503,52.810482150934,26.0952137325587,1,0.541785672385713
"s__Streptococcus_sobrinus","s__Streptococcus_sobrinus","CRC",-1.16876372288786e-05,0.000402617712686888,0.976841367295726,5,2.14104429726702e-07,5.86760500417519e-07,0.476623931689741,23.9614652555531,1.31512265900551,10.6274605878447,0.552239612731519,19.1140596799004,55.7995635699029,13.9066765496204,1,0.987780432603791
"s__Bifidobacterium_angulatum","s__Bifidobacterium_angulatum","CRC",-0.000705925344702672,0.0027353077060643,0.796345975760073,3,1.35195511684209e-05,2.29617999060818e-05,0.117935180535375,60.389192470506,2.52456352790941,24.5559509848064,NA,45.7192175824352,NA,29.7248314327584,1,0.951544178453889
"s__Parascardovia_denticolens","s__Parascardovia_denticolens","CRC",0.000127685200243194,0.000142325533087146,0.369646947744899,5,0,6.62269655269263e-08,0.536624390731255,0,1,1.27661436973958,39.8038295092148,35.0516485030496,10.9972903318225,12.8706172861735,1,0.695735331325504
"s__Clostridium_butyricum","s__Clostridium_butyricum","CRC",0.000148305011742724,0.000224087703614837,0.508088624211514,4,7.98727713716891e-08,1.56014758550965e-07,0.199080812115243,45.3773094124745,1.83074101484919,37.6029635891977,NA,1.61311717937791,11.4749943974405,49.3089248339838,1,0.794172335915127
"s__Citrobacter_unclassified","s__Citrobacter_unclassified","CRC",-0.000515429666431374,0.000894826438716958,0.564607901608876,5,0,2.72938565551473e-06,0.512605126649827,0,1,1.84810929043693,2.59057824429427,21.9263053553863,19.7192376824655,53.9157694274169,1,0.836219686723765
"s__Anaerococcus_vaginalis","s__Anaerococcus_vaginalis","CRC",0.00147540984812084,0.000523235157673696,0.00480560648243149,4,3.42311153750057e-07,8.89954361424327e-07,0.239188836682807,30.7558685022899,1.44416570526712,21.6193048947279,NA,6.20061713975264,45.7909830547339,26.3890949107856,1,0.0942780762253637
"s__Lactobacillus_phage_Lc_Nu","s__Lactobacillus_phage_Lc_Nu","CRC",-0.000156621929538822,0.000153880042799246,0.308764295165591,5,0,7.82908099061055e-08,0.826232520618571,0,1,26.4893421280265,0.269096223809345,52.1824129424933,3.36852061556967,17.6906280901012,1,0.648499205892833
"s__Peptoniphilus_duerdenii","s__Peptoniphilus_duerdenii","CRC",0.000110902304797274,7.87681453681785e-05,0.159143264952793,3,2.37768491661342e-09,1.87451649446145e-08,0.295723542206236,12.5726126257558,1.14380634036263,36.39310180412,NA,NA,24.2295675320324,39.3773306638476,1,0.51694859219565
"s__Slackia_unclassified","s__Slackia_unclassified","CRC",0.00073054962724689,0.000392297695688728,0.0625702862219021,5,4.68627919009314e-07,5.41592052792792e-07,0.0686662627516521,68.2528013381512,3.14988421703398,20.1255261380593,16.1854529384899,32.5820430882656,17.3040441260752,13.8029337091101,1,0.325634607864523
"s__Anaerococcus_obesiensis","s__Anaerococcus_obesiensis","CRC",0.000830201857084297,0.000238916184634952,0.000511107557443976,4,0,1.86043615901917e-07,0.755648405442857,0,1,29.4288869836969,NA,11.3562783674188,39.9047972414013,19.310037407483,0.247376057802884,0.0229800346947731
"s__Lactobacillus_crispatus","s__Lactobacillus_crispatus","CRC",-5.94040668511948e-05,6.02873630350552e-05,0.324452883615347,4,0,7.62991363104156e-08,0.335473569512821,0,1,1.43777393086002,NA,95.6505006772419,0.0787216303083463,2.83300376158975,1,0.653621573522386
"s__Pediococcus_lolii","s__Pediococcus_lolii","CRC",-8.33502354133999e-05,0.00011025326049117,0.449655881881621,4,2.15430711634809e-08,4.05398678827592e-08,0.138978087877118,45.5688721018974,1.83718405003851,25.0355142285126,NA,18.5376953544688,49.4759276537287,6.95086276328988,1,0.771749811456399
"s__Bacteroides_salyersiae","s__Bacteroides_salyersiae","CRC",0.00888913177420735,0.00341436324787054,0.00922901151578204,4,0,3.82793818365491e-05,0.82181225816872,0,1,43.5574145627021,NA,9.79634859376828,26.1715977322725,20.4746391112571,1,0.111671039340963
"s__Prevotella_stercorea","s__Prevotella_stercorea","CRC",0.00113820931295556,0.00139127691425545,0.413297762244682,4,6.81636911779748e-07,2.23054161508583e-05,0.338364672962812,2.08290824147327,1.02127216203081,90.6226229694294,NA,3.36738952521739,2.29730282532969,3.71268468002349,1,0.727644454759818
"s__Stenotrophomonas_maltophilia","s__Stenotrophomonas_maltophilia","CRC",-9.01253179236388e-05,0.000595595810440247,0.879723611225054,2,4.69379233147994e-07,1.05643631642424e-06,0.100939263289524,62.8341213847112,2.69064000975517,38.7906801544816,NA,NA,NA,61.2093198455184,1,0.963492895107038
"s__Granulicella_unclassified","s__Granulicella_unclassified","CRC",0.000157034638328525,0.000149974528071939,0.295064806097462,4,0,7.71153091349454e-08,0.744595583238411,0,1,22.2507049468686,NA,7.61750543936843,52.3703181557046,17.7614714580583,1,0.634717182894095
"s__Stenotrophomonas_unclassified","s__Stenotrophomonas_unclassified","CRC",-0.000114010261285973,0.000363970239998795,0.754097864730394,2,1.94431948678878e-07,3.86891363204052e-07,0.0629935720657131,71.0711907609259,3.45676170676704,41.1221379791411,NA,NA,NA,58.8778620208589,1,0.950155216027386
"s__Parabacteroides_johnsonii","s__Parabacteroides_johnsonii","CRC",-0.00197953581185375,0.00191851476102076,0.30216281981114,5,6.77780134174932e-06,1.29981520995696e-05,0.170049737480811,37.3400538753781,1.59591583116133,34.872745578523,15.1368282778806,15.8195551130221,18.2129354462258,15.9579355843485,1,0.640964501143722
"s__Desulfovibrio_piger","s__Desulfovibrio_piger","CRC",0.00100867772634792,0.0014851361123086,0.497022546096151,5,1.71866772580053e-07,7.32043632774259e-06,0.351112781225669,1.3267926718763,1.01344633166189,43.2315527470177,34.6999634410312,5.70896837652137,6.8745659048161,9.48494953061364,1,0.794172335915127
"s__Fusobacterium_gonidiaformans","s__Fusobacterium_gonidiaformans","CRC",0.00159174507769293,0.000665904144822521,0.0168322472964664,4,0,1.39088949619348e-06,0.684121811228134,0,1,16.9903524141026,NA,32.2517089593638,50.2456089092077,0.512329717325889,1,0.145478708776603
"s__Mitsuokella_multacida","s__Mitsuokella_multacida","CRC",-0.000465721880161889,0.000820648089623459,0.57037114206865,4,4.65385863975536e-07,2.03538954361749e-06,0.281793096347999,15.1135929841665,1.17804491337874,52.403770413023,NA,41.452412773949,3.26389754119942,2.87991927182857,1,0.836219686723765
"s__Peptostreptococcus_stomatis","s__Peptostreptococcus_stomatis","CRC",0.0100171481181412,0.00333778817449081,0.00268976556765573,5,4.35072591696904e-05,3.92082085498164e-05,0.000525033130485588,84.4272553643041,6.42147561906202,21.585570172165,23.5205650848941,23.4741112861736,15.205097675557,16.2146557812104,1,0.072324807485854
"s__Parvimonas_micra","s__Parvimonas_micra","CRC",0.00584340318465821,0.00226581559625326,0.00991039084716808,4,1.63173229576528e-05,1.67613897086271e-05,0.000919441879553401,89.5047209998667,9.5280935360299,29.988885816171,NA,30.0238197693291,20.7008762018398,19.2864182126601,1,0.11420545642927
"s__Desulfovibrio_desulfuricans","s__Desulfovibrio_desulfuricans","CRC",0.00343824672724248,0.000896965884887515,0.000126488698046056,5,0,2.75516890106984e-06,0.420520552226121,0,1,30.6739191746888,6.57325890740539,28.7957343485905,16.1074774083407,17.8496101609746,0.0612205298542913,0.0121452206375548
"s__Enterococcus_durans","s__Enterococcus_durans","CRC",-2.05432624343997e-05,2.19774737846896e-05,0.349921402306952,4,0,1.87654075045093e-07,0.668950652866719,0,1,0.029443880376494,NA,99.7953831218823,0.171775708911725,0.0033972888294807,1,0.668264103593025
"s__Enterobacter_cloacae","s__Enterobacter_cloacae","CRC",-0.000950535581307834,0.00260355194691051,0.715042848861658,5,1.10055016913717e-05,2.22981746905115e-05,0.499388347538145,34.9552262092772,1.53740253324185,38.3792961492548,1.3121052086865,12.3655902689412,15.3230558089593,32.6199525641582,1,0.925349569115087
"s__Methanosphaera_stadtmanae","s__Methanosphaera_stadtmanae","CRC",-0.0016825518388484,0.00102069046722875,0.0992614401266825,4,2.07038685142043e-06,3.41639529233902e-06,0.0791396877519519,56.3271583302684,2.28975253674201,8.82764259768414,NA,30.912233231752,46.9260735468667,13.3340506236971,1,0.404809080140321
"s__Naumovozyma_unclassified","s__Naumovozyma_unclassified","CRC",0.000246151169607814,0.000413261067922365,0.551421655064806,3,4.09535457350672e-07,5.16375062913555e-07,0.0077175773410619,87.3805827933785,7.92429621452955,38.3588804233473,NA,NA,38.6784592801234,22.9626602965293,1,0.82627888870392
"s__Bacteroides_coprophilus","s__Bacteroides_coprophilus","CRC",0.00280197037802256,0.00281363306778665,0.319320633671011,5,2.34479881472034e-05,2.72791739377347e-05,0.0438445576925812,70.8918453933353,3.43546340712041,25.0995147441067,32.8383885564762,19.5249813898164,7.53226238391104,15.0048529256896,1,0.649374734020039
"s__Actinomyces_cardiffensis","s__Actinomyces_cardiffensis","CRC",0.00109519974766689,0.000370064290381382,0.00308153618671797,4,0,4.50626216112756e-07,0.812449748764033,0,1,28.1403821430518,NA,48.6059236034628,16.8743329255793,6.37936132790604,1,0.0784980797037629
"s__Parabacteroides_goldsteinii","s__Parabacteroides_goldsteinii","CRC",-0.00111619616079281,0.00127006084544064,0.379481251236675,5,0,5.6315283435378e-06,0.700720212479373,0,1,26.9228704230795,55.5121267229167,2.49073919003809,6.64571986077028,8.42854380319545,1,0.704219995667017
